esiss_resource_id,Post Type,Title,Content,Slug,Status,Categories,Tags,Reading Box,Year Levels,Genres,Theme,Fiction/Non-fiction,Strategies,Ages,esiss_page_count,esiss_word_count,esiss_strategy,esiss_free_sample,esiss_blurb,esiss_related,esiss_activities,wushka_quiz_id,esiss_hfw,wushka_levels,wushka_comprehension,wushka_text_type,esiss_sounds,esiss_curriculum,Phase ,Tricky Words ,
300090,ebook,Bug in a Bed,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses a bug. Features of the Book - Phase 2 letter sounds, consonants and vowels - b, ss. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. Bug in a Bed can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words: the.",bug-in-a-bed,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,36,,,The naughty bug gets into a bed. Who will he annoy next?,"300091, 300092","Draw a picture of your own bug and make it as scary, bossy or cute as you like. Write the word ‘bug’ underneath your picture. Label as many parts of the bug’s body as you can. ",,,2,,,"b, ss",,2-letter-sounds,the,
300091,ebook,I am Fit,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses on getting fit and exercising. Features of the Book - Phase 2 letter sounds, consonants and vowels - revision text. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. I Am Fit can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words: the, I.",i-am-fit,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Health,Non-fiction,,a-4-5,8,32,,,I run up a hill. I run in the fog. Am I fit?,"300092, 300093",Identify the words in the text that include 'f' and 'ff'. Write the words down in a list.,,,2,,,"f, ff, l, ll",,2-letter-sounds,"I, the",
300092,ebook,The Log Hut,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses on a log hut. Features of the Book - Phase 2 letter sounds, consonants and vowels - revision text. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. The Log Hut can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words: the.",the-log-hut,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Adventure,Non-fiction,,a-4-5,8,32,,,Go inside the log hut. What will you find?,"300093, 300094","Draw a picture of what you imagine the inside of the log hut in the book to look like.
",,,2,,,,,2-letter-sounds,the,
300093,ebook,A Hug and a Kiss,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses on pets. Features of the Book - Phase 2 letter sounds, consonants and vowels - revision. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. A Hug and a Kiss can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words: I.",a-hug-and-a-kiss,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Pets,Non-fiction,,a-4-5,8,39,,,Cats nap and dogs hug. Find out what cats and dogs like to do all day long.,"300094, 300095","What do you like about pets. Draw a picture of a pet, it can be your family pet, or an imaginary pet.",,,2,,,,,2-letter-sounds,I,
300094,ebook,A Hen's Egg,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses on hens and eggs. Features of the Book - Phase 2 letter sounds, consonants and vowels - revision. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. A Hen's Egg can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words: the.",a-hen's-egg,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,38,,,A hen is in the hut laying an egg. What happens next?,"300095, 300096",Draw a picture of a hen laying an egg. Label the egg and the hen.,,,2,,,,,2-letter-sounds,the,
300095,ebook,A Rabbit and a Carrot,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses on a rabbit and a carrot. Features of the Book - Phase 2 letter sounds, consonants and vowels - revision. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. A Rabbit and a Carrot can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. No tricky words used in this story.",a-rabbit-and-a-carrot,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,53,,,Rabbits like to eat carrots. Rabbits make great pets. Find out why.,"300096, 300097",Draw a picture of a rabbit with a carrot. Write the words beneath each object. ,,,3,,,,,2-letter-sounds,,
300096,ebook,Get off the Bus!,"This book looks at a variety of photographs and describes what is happening in them with simple words while introducing the reader to new letter sounds. The book focuses on a bus driver. Features of the Book - Phase 2 letter sounds, consonants and vowels - revision. Punctuation - fullstops. Purpose of the Book - vivid and playful illustrations depict and help the text explain some basic information about each page image. Get off the Bus! can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words: I, the.",get-off-the-bus!,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Humour,Non-fiction,,a-4-5,8,65,,,"The bus driver is the boss. Get off the bus, he yells. Why is the bus driver in a grump?","300097, 300098","Draw a picture of a bus, like in the story, and include the bus driver. Label them.",,,3,,,,,2-letter-sounds,"I, the",
300097,ebook,A Boss in a Jet,"This book looks at a simple story about a boss on a jet. Features of the Book - Phase 3 letter sounds - j, v, w, x. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Boss on a Jet can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - no tricky words.",a-boss-in-a-jet,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Careers,Non-fiction,,a-4-5,8,35,,,"A boss in on a jet. A vet has a job. Learn your Phase 3 consonants while reading this fun, simple story.","300098, 300099",Identify the words in the text that contain 'x' and draw a picture of these objects.,,,2,,,"j, v, w, x",,3-phonics,,
300098,ebook,Zak the Zebra,"This book looks at a simple story about a zebra called Zak. Features of the Book - Phase 3 letter sounds - y, z, zz, qu. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Zak the Zebra can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - no tricky words.",zak-the-zebra,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,24,,,Zak is a zebra. Zak is quick. What else can Zak the zebra do?,"300099, 300100",Draw a picture of Zak the zebra. ,,,2,,,"y, z, zz, qu",,3-phonics,,
300099,ebook,The Rich King,"This book looks at a simple story about a rich king. Features of the Book - Phase 3 letter sounds - ch, sh, ng. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. The Rich King can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the. ",the-rich-king,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,History,Non-fiction,,a-4-5,8,36,,,The king has a wig. The king has a ship. How else do we know that he is rich?,"300100, 300101","Draw a picture of the king in the book and his belongings. For example, the ring, the wig, the ship etc.",,,3,,,"ch, sh, ng",,3-phonics,the,
300100,ebook,A Goat on the Road,"This book looks at a simple story about a goat that is on a road. Features of the Book - Phase 3 letter sounds - th, ai, ee, igh, oa. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Goat on the Road can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the.",a-goat-on-the-road,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,31,,,It is night and it is raining. There is a goat on the road. What should the goat do next?,"300101, 300102",Draw a picture of the goat in his coat on the road in the rain. Label the picture with words from the text.,,,3,,,"th, ai, ee, igh, oa",,3-phonics,the,
300101,ebook,A Good Cookbook,"This book looks at a simple story about a good cookbook. Features of the Book - Phase 3 letter sounds - oi, oo (long and short). Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Good Cookbook can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - we.",a-good-cookbok,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Food,Non-fiction,,a-4-5,8,44,,,The girl and her mother look at the cookbook. Will the cookbook be good? What will they cook?,"300102, 300103","Find a cookbook and read the recipes. Decide on a dish to cook, with help from a grown-up.",,,3,,,"oi-long, oi-short, oo-long, oo-short ",,3-phonics,we,
300102,ebook,A Bark in the Park,"This book looks at a simple story about about a dog in a park. Features of the Book - Phase 3 letter sounds - ow, ar, air, ear. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Bark in the Park can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the.",a-bark-in-the-park,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,44,,,A big dog runs in the park. The dog barks and barks. What is he barking about?,"300103, 300104","Write a story about a dog in a park. Include words that contain 'ar', such as in 'bark' and 'park'. Draw pictures to go with the text. ",,,5,,,"ow, ar, air, ear",,3-phonics,the,
300103,ebook,Surfing with Dad,"This book looks at a simple story about a father and son who are learning to surf. Features of the Book - Phase 3 letter sounds -ur, ure. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Surfing with Dad can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - you, are.",surfing-with-dad,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Family,Non-fiction,,a-4-5,8,30,,,Can you surf? What happens when you get up on a surfboard? Read on to find out how this young boy learns to surf with his father.,"300104, 300105",Write a short story about learning to surf. Use your imagination. Draw pictures to go with the text.,,,3,,,"ur, ure",,3-phonics,"you, are",
300104,ebook,A Better Summer,"This book looks at a simple story about a the season of summer. Features of the Book - Phase 3 letter sounds - er, or. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Better Summer can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, you.",a-better-summr,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Seasons,Non-fiction,,a-4-5,8,35,,,A better summer is hot. What else do you like about summer?,"300105, 300106",Draw a picture that represents summer to you. Label the objects or scenes in your drawing.,,,3,,,"er, or",,3-phonics,"the, you",
300105,ebook,Boats on the River,"This book looks at a simple story about different kinds of boats on the river. Features of the Book - Phase 3 letter sounds - Revision. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Boats on the River can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, to, are.",boats-on-the-river,publish,eBook,,Yellow (Levels 6-8),b-one,,Transportation,Non-fiction,,a-4-5,8,38,,,"How many different kinds of boats do you know about? Long boats, thin boats, short boats, and boats that light up at night.","300106, 300107",Draw a diagram of any kind of boat that you like. Label the parts of the boat that you draw. ,,,6,,,,,3-phonics,"the, to, are",
300106,ebook,Down at the Farm Yard,"This book looks at a simple story a farmyard. Features of the Book - Phase 3 letter sounds - Revision. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Down at the Farmyard can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, into.",down-at-the-farm-yard,publish,eBook,,Yellow (Levels 6-8),b-one,,Work,Non-fiction,,a-4-5,8,56,,,The farmer gets up early each morning. What kind of work does he do on his farm every day?,"300107, 300108","After reading the text, draw an image of a typical farmyard and label the animals and the farmer that live there.",,,6,,,,,3-phonics,"the, into",
300107,ebook,In Town,"This book looks at a simple story about a mother and child taking the bus into town. Features of the Book - Phase 3 letter sounds - Revision. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. In Town can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - go, we, to, the.",in-town,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Journeys,Non-fiction,,a-4-5,8,47,,,We get the bus to the shops. What do we do when we get into town? Read on to find out what happens next.,"300108, 300109","Draw a map of your town. Label or mark on the map the shops, the roads, parks and bridges. Don't forget to mark on the map where you live. ",,,5,,,,,3-phonics,"we, go, to, the",
300108,ebook,Can You Hear?,"This book looks at a simple story about the sounds that animals make. Features of the Book - Phase 3 letter sounds - Revision. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Can You Hear? can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text -  you, me.",can-you-hear?,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,a-4-5,8,35,,,"Can you hear bees buzzing? What about a duck, or a dog? What kinds of sounds do animals make?","300109, 300110",Draw each of the animals featured in the story and write down their name and the sounds that they make.,,,5,,,,,3-phonics,"you, me",
300109,ebook,Fox on a Hunt,"This book looks at a simple story about fox on a hunt, and other images that include new words containing the Phase 4 blends. Features of the Book - Phase 4 blends - st, nd, mp, nt. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Fox on a Hunt can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the.",fox-on-a-hunt,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,35,,,A fox is on a hunt. How about a chimp with a limp? Read this funny story and learn your Phase 4 blends at the same time.,"300110, 300111",Draw some of the objects in this story and write down the blend words below the objects.,,,3,,,"st, nd, mp, nt",,4-blends,the,
300110,ebook,A Duck in a Pond,"This book looks at a simple story about a duck in a pond. Features of the Book - Phase 4 blends - nk. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Duck in a Pond can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, into, onto.",a-duck-in-a-pond,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,41,,,The duck sits on a bank. Does the duck jump into the pond? Read on to find out what the duck gets up to today.,"300111, 300112",Draw your own story about a duck. Use the text in the book to help guide you.,,,4,,,nk,,4-blends,"the, into, onto",
300111,ebook,A Tusk is Hard,"This book looks at a simple story about an elephant tusk, and other images that include new words containing the Phase 4 blends. Features of the Book - Phase 4 blends - ft, sk, lt, lk. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Tusk is Hard can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - No tricky words.",a-tusk-is-hard,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,27,,,"A tusk is hard. But, a belt is soft. Read this funny story and learn your Phase 4 blends at the same time.","300112, 300113",Draw some of the objects in this story and write down the blend words below the objects.,,,2,,,"ft, sk, lt, lk",,4-blends,,
300112,ebook,I am Lost,"This book looks at a simple story about a lady who is lost. Features of the Book - Phase 4 blends - lp, lf, pt, xt. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. I am Lost can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - I, no, you, he, go, me.",i-am-lost,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Geography,Non-fiction,,b-5,8,48,,,The lady in this story is lost. She asks for help. Can she find her way?,"300113, 300114","Draw a map of your own town or school. Include a North point, a key and a map title.",,,3,,,"lp, lf, pt, xt",,4-blends,"I, no, you, me he, go",
300113,ebook,Frog on a Trail,"This book looks at a simple story about a forest trail. Features of the Book - Phase 4 blends - tr, dr, cr, br, fr. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Frog on a Trail can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, there, no, I.",frog-on-a-trail,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects | Adventure,Non-fiction,,b-5,8,56,,,"While hiking through the woods, a person stumbles across a frog on a trail. What do they encounter next?","300114, 300115",Draw some of the objects in this story and write down the blend words below the objects.,,,3,,,"tr, dr, cr, br, fr",,4-blends,"I, there, the, no",
300114,ebook,Bear in a Log,"This book looks at a simple story about a bear in the wild. Features of the Book - Phase 4 blends - gr, bl, pl, cl, sl. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Bear in a Log can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, he.",bear-in-a-log,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,50,,,A big bear lives in a log in the forest. What happens when he hears a crash in the woods? ,"300115, 300116",Draw and write your own story about a bear. Use the text in the story to help you.,,,3,,,"gr, bl, pl, cl, sl",,4-blends,"the, he",
300115,ebook,Little,"This book looks at a simple story about objects that are little, and uses images that include new words containing the Phase 4 blends. Features of the Book - Phase 4 blends - fl, gl. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Little can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - what, do, you, are, they.",little,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,38,,,What do you think is little? A baby? A mouse? What else is little?,"300116, 300117",Identify the objects in the story that are little. Draw these objects and label them below.,,,3,,,"fl, gl",,4-blends,"what, do, you, are, they",
300116,ebook,Cat Drinks Milk,"This book looks at a simple story about various objects and animals, and uses images that include new words containing the Phase 4 blends. Features of the Book - Phase 4 blends - sp, sm. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Cat Drinks Milk can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - likes.",cat-drinks-milk,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,28,,,"A cat drinks milk. A pig likes mud. What does a frog do?
","300117, 300118",Identify the objects and animals in the story on each page. Draw these objects and animals and label them below.,,,2,,,"sp, sm",,4-blends,likes,
300117,ebook,A Skunk Sniffs,"This book looks at a simple story about a skunk in the wild. Features of the Book - Phase 4 blends - sw, tw, sc, sn. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. A Skunk Sniffs can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, likes, so, want.",a-skunk-sniffs,publish,eBook,,Yellow (Levels 6-8),b-one,,Animals birds and insects,Non-fiction,,b-5,8,45,,,What does a skunk do in the wild? What does a skunk look and smell like? Read on to find out more about the exciting world of skunks.,"300118, 300119",Draw and write your own story about a skunk. Use the text in the story to help you.,,,6,,,"sw, tw, sc, sn",,4-blends,"likes, the, so, want",
300118,ebook,This is a Lunchbox,"This book looks at a simple story about various objects and animals, and uses images that include new words containing the Phase 4 blends. Features of the Book - Phase 4 blends - pr, nch. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. This is a Lunchbox can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - No tricky words in the text.",this-is-a-lunchbox,publish,eBook,,Magenta (Levels 1-2),a-Kindergarten,,Daily routine | Food,Non-fiction,,b-5,8,50,,,"This is a lunchbox. This is a printer. Read on to learn more of your Phase 4 blends, through everyday objects and items.","300119, 300120",Identify the objects in the story on each page. Draw these objects and  label them below.,,,2,,,"pr, nch",,4-blends,,
300119,ebook,Spring Scrunching,"This book looks at a simple story about the season of spring. Features of the Book - Phase 4 blends - scr, shr, spr, str, thr. Punctuation - fullstops. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Spring Scrunching can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - are, we, by, into, the, to.",spring-scrunching,publish,eBook,,Yellow (Levels 6-8),b-one,,Weather,Non-fiction,,b-5,8,76,,,Do you like the season of spring? How would you describe spring? Read the story to find out more about this exciting season.,"300120, 300121",Draw what spring means to you. Write down words below the picture to describe spring.,,,6,,,"scr, shr, spr, str, thr",,4-blends,"we, are, the, by, into, to",
300120,ebook,Crab is Mad,"This book looks at a simple story about a crab in the wild. Features of the Book - Phase 4 blends - Revision. Punctuation - fullstops and exclamation marks. Purpose of the Book - vivid photographs depict and help the text explain some basic information about each page image. Crab is Mad can be used to introduce and reinforce the following skills and strategies: - recognising the relationship between words and images - pointing one-to-one at each word to ensure an appropriate match - phonemic awareness - making predictions. The book has been written using a strictly controlled vocabulary. Text uses only decodable regular words (according to the week by week progression of Letters and Sounds) along with ‘tricky words’. Tricky words featured in the text - the, are, into, to.",crab-is-mad,publish,eBook,,Red (Levels 3-5),a-Kindergarten,,Animals birds and insects,Non-fiction,,b-5,8,59,,,"Why is this crab mad? Read on to find out what happens in this crazy, crab adventure.","300121, 300122",Draw and write your own story about a crab. Use the text in the story to help you.,,,4,,,,,4-blends,"the, into, to, are",
